product_id,product_name,grna_map,description,source_filename,source_doi
1276,Dihydroxyacetone (DHA),N/A,"Engineered Saccharomyces cerevisiae producing dihydroxyacetone from glucose via glycerol intermediate. The best performing strain overexpresses Hansenula polymorpha glycerol dehydrogenase and has DAK1/DAK2 double deletion, achieving 700 mg/l DHA from 20 g/l glucose under osmotic stress conditions.",10.1007_s12010-015-1790-0.pdf,10.1007/s12010-015-1790-0
1279,trans-α-bergamotene,N/A,"A secondary sesquiterpene byproduct formed by the santalene synthase enzyme, representing approximately 12% of the total sesquiterpene production alongside α-santalene.",10.1016_j.ymben.2012.01.007.pdf,10.1016/j.ymben.2012.01.007
1280,"E,E-farnesol",N/A,"A sesquiterpenoid alcohol byproduct formed by dephosphorylation of farnesyl diphosphate (FPP) when santalene synthase capacity is saturated. Accumulates when ERG9 is down-regulated and FPP pool increases, serving as an overflow metabolite.",10.1263_jbb.106.263.pdf,10.1263/jbb.106.263
1290,Free fatty acids,N/A,"Extracellular free fatty acids (FFAs) produced by engineered Saccharomyces cerevisiae through systematic disruption of β-oxidation (Δfaa2 Δpxa1 Δpox1) and acyl-CoA synthetase genes (Δfaa1 Δfaa4 Δfat1), combined with overexpression of DGA1 (diacylglycerol acyltransferase) and TGL3 (triacylglycerol lipase) to enhance neutral lipid recycling. The engineered sextuple mutant strain achieved 2.2 g/L extracellular FFAs after 48 h, representing a 4.2-fold increase over previously reported levels for S. cerevisiae and reaching 32% of theoretical maximum yield.",10.1186_s12934-020-01493-z.pdf,https://doi.org/10.1186/s12934-020-01493-z
1292,Fatty acid ethyl esters,N/A,"Production of fatty acid ethyl esters (FAEEs, biodiesel) at approximately 5 mg/L directly from simple sugars, achieved by heterologous expression of wax ester synthase from A. calcoaceticus in engineered S. cerevisiae.",10.1016_j.ymben.2013.07.003.pdf,10.1016/j.ymben.2013.07.003
1296,"(2R,3R)-butanediol",N/A,"Enantiopure (2R,3R)-butanediol (R-BDO) produced at high titer (>100 g/L) and yield (>70% theoretical) from glucose and galactose mixtures using engineered Saccharomyces cerevisiae with deleted pyruvate decarboxylases and overexpressed BDO biosynthetic pathway.",10.1016_j.ymben.2014.02.003.pdf,10.1016/j.ymben.2014.02.003
1304,triacetic acid lactone,N/A,"Triacetic acid lactone (TAL) is a polyketide biorenewable chemical precursor produced in engineered Saccharomyces cerevisiae. The study achieved a final titer of 1.6 g/L (35% of theoretical yield, 0.16 g/g glucose) by combining a NADPH-generating modified E. coli pyruvate dehydrogenase complex (PDHm) with ZWF1 deletion and mitochondrial transport gene deletions (POR2, MPC2, PDA1, YAT2) to enhance cytosolic acetyl-CoA availability for polyketide synthesis.",10.1016_j.ymben.2016.02.009.pdf,10.1016/j.ymben.2016.02.009
1308,Beta-carotene,N/A,Specific carotenoid comprising 32.56% of total carotenoid production. Beta-carotene is a vitamin A precursor and antioxidant pigment.,10.1111_lam.12463.pdf,10.1111/lam.12463
1316,scoulerine,N/A,Protoberberine alkaloid produced from dopamine via reticuline using co-cultures of transgenic Escherichia coli and Saccharomyces cerevisiae cells. Final yield of 8.3 mg/liter culture medium within 48 hours.,10.1073_pnas.0802981105.pdf,10.1073/pnas.0802981105
1317,cheilanthifoline,N/A,A protoberberine alkaloid produced in engineered yeast at up to 219 µg/L via heterologous expression of cheilanthifoline synthase cytochrome P450 with optimized CPR pairing and promoter selection,10.1016_j.ymben.2015.05.001.pdf,http://dx.doi.org/10.1016/j.ymben.2015.05.001
1318,stylopine,N/A,"A protoberberine alkaloid produced in engineered yeast at 676 µg/L through multi-enzyme pathway optimization including temperature reduction, two-stage culture, and galactose feeding, representing the highest microbial titer reported",10.1016_j.ymben.2015.05.001.pdf,http://dx.doi.org/10.1016/j.ymben.2015.05.001
1319,cis-N-methylstylopine,N/A,An N-methylated protoberberine intermediate produced in engineered yeast at 548 µg/L with 77% conversion efficiency through expression of tetrahydroprotoberberine N-methyltransferase,10.1016_j.ymben.2015.05.001.pdf,http://dx.doi.org/10.1016/j.ymben.2015.05.001
1320,protopine,N/A,"A protopine alkaloid produced in engineered yeast at 252 µg/L through expression of cis-N-methylstylopine 14-hydroxylase (MSH) cytochrome P450, converting the protoberberine to protopine scaffold",10.1016_j.ymben.2015.05.001.pdf,http://dx.doi.org/10.1016/j.ymben.2015.05.001
1321,sanguinarine,N/A,"The oxidized derivative of dihydrosanguinarine, produced spontaneously ex vivo. It is a BIA with recognized antimicrobial activities and potential as an antineoplastic drug.",10.1038_ncomms4283.pdf,10.1038/ncomms4283
1324,Isobutyric acid (IBA),N/A,"Short branched-chain fatty acid (C4) produced via engineered Ehrlich pathway in Saccharomyces cerevisiae by combinatorial overexpression of key genes (BAT1, ARO10, ALD2, ALD5) and deletion of competing alcohol dehydrogenases. Platform chemical for synthesizing plasticizers, surfactants, textile auxiliaries, fragrances, flavorings, and methacrylic acid.",10.1016_j.ymben.2015.12.005.pdf,10.1016/j.ymben.2015.12.005
1325,Isovaleric acid (IVA),N/A,"Short branched-chain fatty acid (C5) produced via engineered Ehrlich pathway in Saccharomyces cerevisiae by combinatorial overexpression of key genes (BAT1, ARO10, ALD2, ALD5) and deletion of competing alcohol dehydrogenases. Platform chemical for synthesizing sedatives, fragrances, and anticonvulsant drug derivatives.",10.1016_j.ymben.2015.12.005.pdf,10.1016/j.ymben.2015.12.005
1326,2-methylbutanoic acid (2MBA),N/A,"Short branched-chain fatty acid (C5) produced via engineered Ehrlich pathway in Saccharomyces cerevisiae by combinatorial overexpression of key genes (BAT1, ARO10, ALD2, ALD5) and deletion of competing alcohol dehydrogenases. Platform chemical for flavorings and pharmaceutical drugs including statins (mevastatin, pravastatin, lovastatin).",10.1016_j.ymben.2015.12.005.pdf,10.1016/j.ymben.2015.12.005
1328,Caffeine,N/A,"De novo biosynthesis of caffeine in engineered Saccharomyces cerevisiae achieved through heterologous expression of N-methyltransferases from Coffea arabica. Production titers reached 274 μg/L in 0.3-L bench-scale batch fermentations through optimization of pathway flux, enzyme copy number, and codon optimization.",10.1016_j.ymben.2016.08.003.pdf,10.1016/j.ymben.2016.08.003
1330,3-methylxanthine,N/A,Selective production of 3-methylxanthine as a monomethylated xanthine with high specificity and titers of 3700-3710 μg/L in bench-scale fermentations. Represents a non-accumulating intermediate in natural plants that is challenging to obtain through chemical synthesis.,10.1016_j.ymben.2016.08.003.pdf,10.1016/j.ymben.2016.08.003
1331,7-methylxanthine,N/A,"Key intermediate in caffeine biosynthesis pathway, produced through engineered xanthine-to-xanthosine conversion in yeast central metabolism. Initial production of 2.3 μg/L was improved nearly 8-fold through metabolic engineering of purine flux.",10.1016_j.ymben.2016.08.003.pdf,10.1016/j.ymben.2016.08.003
1332,trans-nerolidol,N/A,"Acyclic sesquiterpene alcohol produced in Saccharomyces cerevisiae through metabolic engineering of the mevalonate pathway and destabilization of squalene synthase. Final titre of ~100 mg/L achieved in strain N6D. Used as fragrance and flavor, with antiulcer, antileishmanial, and insect repelling activities. Serves as intermediate for vitamins E/K, α-sinensal, and teprenone synthesis.",10.1016_j.ymben.2016.12.003.pdf,10.1016/j.ymben.2016.12.003
1334,geranylgeraniol,N/A,"A prenyl alcohol that accumulates as a byproduct in engineered yeast during casbene production, formed by endogenous phosphatases acting on excess geranylgeranyl diphosphate. Accumulates up to 79.9 mg/L in optimized strains.",10.1128_AEM.00277-09.pdf,10.1128/AEM.00277-09
1337,Fatty alcohols (C12-C18),gRNA sequences in Suppl. Table 1,"Engineered Saccharomyces cerevisiae produces fatty alcohols via metabolic engineering including heterologous expression of Mus musculus fatty acid reductase (FAR), overexpression of ACC1**, and deletion of competing pathways. Highest titer: 6.0 g/L in fed-batch fermentation.",10.1007_s11274-016-2099-z.pdf,10.1007/s11274-016-2099-z
1338,Shikimic Acid,N/A,"Formed during fermentation; differences in profiles noted with SO2 treatment, but final concentrations similar.",10.1021_jf021015e.pdf,10.1021/jf021015e
1340,nepetalactol,N/A,Seco-iridoid produced in vitro via Cr10HGO-CrIS enzyme pair activity. Key precursor for monoterpene indole alkaloid biosynthesis.,10.1021_acssynbio.5b00289.pdf,10.1021/acssynbio.5b00289
1341,8-hydroxytetrahydrogeraniol,N/A,Undesired saturated shunt product formed during iridoid biosynthesis; represents carbon loss in metabolic pathway.,10.1016_j.ymben.2017.09.006.pdf,http://dx.doi.org/10.1016/j.ymben.2017.09.006
1342,"1,2-propanediol",N/A,"Produced from glycerol via modular metabolic engineering in Saccharomyces cerevisiae. Involves heterologous methylglyoxal pathway enzymes (E. coli mgsA, gldA, yqhD), glycerol facilitator expression (CjFPS1), replacement of native glycerol catabolism with NAD⁺-dependent DHA pathway, and downregulation of triosephosphate isomerase (TPI1). Achieved titers >4 g/L in bioreactors.",10.1016_j.ymben.2017.10.002.pdf,https://doi.org/10.1016/j.ymben.2017.10.002
1343,glycyrrhetinic acid,N/A,"Produced in metabolically engineered Saccharomyces cerevisiae via an integrated strategy including enzyme discovery, pathway optimization, and fusion protein construction. The production reached 8.78 mg/L in fed-batch fermentation, a 630-fold increase over the parent strain.",10.1186_s12934-019-1138-5.pdf,https://doi.org/10.1186/s12934-019-1138-5
1344,11-oxo-β-amyrin,N/A,Produced in engineered Saccharomyces cerevisiae using optimized CYP450/CPR pairing. Achieved titer of 108.1 ± 4.6 mg/L. Serves as a precursor for triterpenoid synthesis and exhibits anti-proliferative and anti-inflammatory activities.,10.1016_j.ymben.2017.11.009.pdf,https://doi.org/10.1016/j.ymben.2017.11.009
1345,jolkinol C,N/A,"Lathyrane diterpenoid precursor for anti-cancer and anti-HIV drugs like ingenol-3-angelate and prostratin, produced at ~800 mg/L in engineered yeast.",10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
1347,9-hydroxycasbene,N/A,"Singly oxidized casbene derivative produced by C9OX cytochrome P450s (e.g., ElCYP71D445), reaching 44 mg/L.",10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
1348,9-ketocasbene,N/A,"Oxidized casbene derivative generated by CYP activity, often co-produced with 9-hydroxycasbene.",10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
1349,6-hydroxy-5-ketocasbene,N/A,"Doubly oxidized intermediate formed by JcCYP726A20 activity, quantified via HPLC/NMR.",10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
1350,"6,9-dihydroxy-5-ketocasbene",N/A,"Triply oxidized casbane intermediate preceding jolkinol C formation, accumulated in ADH-engineered strains.",10.1016_j.ymben.2017.12.007.pdf,https://doi.org/10.1016/j.ymben.2017.12.007
1353,PABA-betaxanthin,N/A,Orange betalain pigment synthesized via condensation of betalamic acid with para-aminobenzoic acid in engineered S. cerevisiae.,10.1016_j.ymben.2017.12.008.pdf,https://doi.org/10.1016/j.ymben.2017.12.008
1359,4-hydroxymandelic acid,N/A,Building block for aromatic drugs and flavors; derivatives exhibit high antioxidative activity and can be converted to flavor compounds like ethyl vanillin.,10.1016_j.ymben.2018.01.001.pdf,10.1016/j.ymben.2018.01.001
1360,"valerena-4,7(11)-diene",N/A,Sesquiterpenoid precursor to valerenic acid produced via engineered mevalonate pathway in yeast.,10.1016_j.ymben.2018.03.005.pdf,https://doi.org/10.1016/j.ymben.2018.03.005
1361,valerenic acid,N/A,Sedative and anxiolytic sesquiterpenoid compound engineered in yeast via P450 oxidation and dehydrogenase activity.,10.1016_j.ymben.2018.03.005.pdf,https://doi.org/10.1016/j.ymben.2018.03.005
1362,monoethylene glycol,N/A,Produced from D-xylose using native glycolytic enzymes (phosphofructokinase and fructose-bisphosphate aldolase) in engineered Saccharomyces cerevisiae strain yEG04-P,10.1016_j.ymben.2018.09.012.pdf,https://doi.org/10.1016/j.ymben.2018.09.012
1364,Endocrocin,N/A,"Anthraquinone produced via engineered Saccharomyces cerevisiae expressing TE-less NR-PKS (SlACAS) and MβL-TE (HyTE), optimized with ACC1 mutation and pyruvate carbon source. Highest titer: 661.2 mg/L in fed-batch fermentation.",10.1016_j.ymben.2019.04.008.pdf,10.1016/j.ymben.2019.04.008
1365,Emodin,N/A,"Anthraquinone produced by engineered Saccharomyces cerevisiae through decarboxylation of endocrocin precursor using AfDC enzyme, with ACC1 mutation and carbon source optimization. Highest titer: 528.4 mg/L in fed-batch fermentation.",10.1016_j.ymben.2019.04.008.pdf,10.1016/j.ymben.2019.04.008
1367,8-hydroxygeraniol,N/A,"Hydroxylated monoterpenoid intermediate produced via CrG8H catalysis, achieved 227 mg/L in fed-batch fermentation with quantitative conversion from geraniol.",10.1016_j.ymben.2019.06.004.pdf,https://doi.org/10.1016/j.ymben.2019.06.004
1375,Psilocybin,N/A,De novo production in engineered Saccharomyces cerevisiae via a heterologous pathway from Psilocybe cubensis. Titers reached 627 mg/L in fed-batch fermentation. It is a tryptamine-derived psychoactive alkaloid with pharmaceutical applications.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
1376,Psilocin,N/A,"Dephosphorylated degradation product of psilocybin, produced in engineered Saccharomyces cerevisiae strains. Titers reached 580 mg/L in fed-batch fermentation. It is the bioactive form that binds to serotonin receptors.",10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
1377,Aeruginascin,N/A,"Natural tryptamine derivative (tri-N-methylated) produced in engineered Saccharomyces cerevisiae. The dephosphorylated form was detected, indicating production and subsequent dephosphorylation.",10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
1378,N-acetyl-4-hydroxytryptamine,N/A,New-to-nature tryptamine derivative produced by engineered Saccharomyces cerevisiae expressing a serotonin N-acetyltransferase from Bos taurus that acetylates 4-hydroxytryptamine.,10.1016_j.ymben.2019.12.007.pdf,10.1016/j.ymben.2019.12.007
1379,violaxanthin,N/A,"Epoxycarotenoid produced via heterologous expression of β-carotene hydroxylase (CrtZ) and zeaxanthin epoxidase (ZEP) in engineered Saccharomyces cerevisiae. Achieved through multi-level strategies including enzyme truncation, redox partner co-expression, and gene dosage optimization.",10.1016_j.ymben.2020.01.006.pdf,https://doi.org/10.1016/j.ymben.2020.01.006
1382,taxifolin,N/A,"Flavonoid with antioxidative, antihyperlipidemic, hepatoprotective, and neuroprotective activities; used in dietary supplements and functional foods.",10.1016_j.ymben.2020.01.007.pdf,https://doi.org/10.1016/j.ymben.2020.01.007
1383,coniferyl alcohol,N/A,"Phenylpropanoid precursor for lignans (e.g., pinoresinol, podophyllotoxin, etoposide) and flavonolignans.",10.1016_j.ymben.2020.01.007.pdf,https://doi.org/10.1016/j.ymben.2020.01.007
1384,silybin,N/A,"Major flavonolignan constituent of silymarin; used globally in herbal medicines (e.g., Legalon®, Silipide®) for treating hepatic diseases like viral hepatitis and cirrhosis.",10.1016_j.ymben.2020.01.007.pdf,https://doi.org/10.1016/j.ymben.2020.01.007
1385,isosilybin,N/A,Major flavonolignan constituent of silymarin; used alongside silybin in herbal medicines for liver disorders.,10.1016_j.ymben.2020.01.007.pdf,https://doi.org/10.1016/j.ymben.2020.01.007
1387,2'-fucosyllactose,N/A,Human milk oligosaccharide produced via salvage pathway in engineered Saccharomyces cerevisiae using fucose and lactose as substrates. Achieved titers of 92 mg/L (batch fermentation) and 503 mg/L (fed-batch fermentation).,10.1186_s12934-018-0947-2.pdf,https://doi.org/10.1186/s12934-018-0947-2
